resp RT id s1 s2 phi1 phi2
s 0.7399 vp01 6.7 6.3 5.8076911638 4.61821193105
d 0.4195 vp01 8.3 7.1 3.94753847775 1.87478390958
s 1.2435 vp01 8.7 8.3 4.43575814022 0.694875705346
d 0.6269 vp01 6.3 6.3 5.81578962592 3.22611150411
d 0.4503 vp01 6.3 7.1 3.06627799434 0.762414066111
s 0.7234 vp01 8.3 7.9 0.814051405414 1.48127012663
d 0.4747 vp01 7.5 9.1 1.0289815463 1.20380457064
s 1.0197 vp01 8.7 9.1 5.97143533488 2.53662877389
d 0.7151 vp01 7.9 7.1 5.45625228243 0.00793277186193
d 0.6421 vp01 9.1 7.9 0.168333929679 2.06977688479
d 0.5474 vp01 8.3 5.9 0.607055883397 4.00417540095
s 0.715 vp01 8.3 9.1 0.617034487164 6.09237745452
s 0.8193 vp01 5.9 6.3 1.52104831174 3.21869389926
d 0.7558 vp01 8.7 9.1 6.10014989862 3.16170188605
s 0.9156 vp01 8.7 9.1 2.76360121138 6.22319808328
d 0.7314 vp01 7.5 7.9 1.60527095086 2.96314827576
s 0.6749 vp01 8.3 8.3 2.15889474926 2.33777621523
s 0.708 vp01 8.3 8.7 6.06062449287 6.24079946872
d 0.3791 vp01 7.9 8.7 4.30517671055 6.17943791553
d 0.8277 vp01 9.1 7.5 6.23705191429 4.14160531766
s 0.8344 vp01 9.1 8.7 6.09300519151 4.08649045775
s 0.5469 vp01 9.1 9.1 0.73631292296 0.424938361888
d 0.7154 vp01 6.3 6.3 1.52242388519 3.78962091095
d 0.7712 vp01 7.9 7.5 1.92088139729 4.63816570761
s 0.6275 vp01 8.7 8.7 3.48149463935 5.05081813299
d 0.6594 vp01 6.7 6.7 1.6291080645 4.13247596404
s 0.5792 vp01 8.3 8.3 5.44546864249 5.84549097329
d 0.46 vp01 6.7 8.7 2.56810341668 3.10933410997
d 0.6677 vp01 8.3 9.1 5.84569242226 3.94633973109
d 0.5477 vp01 7.5 6.3 4.72900653072 2.97511996638
s 0.8594 vp01 6.7 6.7 4.44197869064 0.660226040951
s 0.635 vp01 8.3 8.3 3.0427103418 4.03605216074
d 0.4668 vp01 6.7 8.3 0.39141935155 6.13431696594
d 1.0932 vp01 5.9 5.9 1.93592464987 5.89300593362
d 0.907 vp01 7.5 6.7 5.78856093017 2.09043844665
s 0.5718 vp01 7.5 7.1 2.65793320411 3.81304318198
d 0.2903 vp01 7.9 9.1 4.69017327044 5.66171122313
s 0.6431 vp01 7.1 6.7 5.46934719866 4.11259499889
d 0.4435 vp01 8.3 6.3 3.18370265966 0.678037171788
s 0.6269 vp01 6.3 6.3 0.811978413705 4.24993996584
s 1.0517 vp01 9.1 8.7 4.89826962837 1.61084794219
d 0.5719 vp01 7.9 8.3 3.25520275702 5.00702105075
d 0.5873 vp01 6.7 6.3 3.67280521775 1.97353338001
s 0.5715 vp01 7.1 7.1 4.83877908466 3.27030978332
s 0.5709 vp01 7.9 7.9 0.433150235687 5.85046419833
d 0.7154 vp01 8.7 9.1 2.98548045213 3.86005338634
s 0.6354 vp01 8.3 9.1 0.55788997966 1.8595931739
s 0.8036 vp01 6.7 7.1 4.32714869544 4.11327542351
d 0.5368 vp01 8.7 7.1 4.59820570483 1.10807718353
s 0.8275 vp01 8.7 7.9 4.29722600327 0.42343788986
d 0.579 vp01 7.1 5.9 4.91338323281 5.9316551861
s 0.6278 vp01 7.9 8.7 4.169134578 3.62134352771
d 0.5318 vp01 8.7 7.9 5.51187789456 3.46790070956
s 0.5472 vp01 7.5 7.5 1.16416091991 0.5267635232
d 0.4593 vp01 7.1 5.9 5.47596644613 3.63048345859
d 0.7789 vp01 6.7 7.1 6.20304519914 1.33082413173
s 0.5716 vp01 9.1 8.3 1.32311774351 5.18670436427
d 0.371 vp01 5.9 6.3 4.90351881501 1.43651539548
s 0.5548 vp01 8.7 9.1 2.55603882574 0.865123761301
s 0.659 vp01 9.1 8.7 1.33933093912 5.09379598924
s 0.4435 vp01 8.3 8.3 5.11157620085 6.14575687187
s 1.0672 vp01 7.9 7.9 3.8463820619 2.78403295791
s 0.7396 vp01 6.7 6.7 3.84249475945 3.17533830938
d 0.4399 vp01 8.7 7.5 1.70485432681 5.78730808172
d 0.8033 vp01 7.9 8.3 5.12531222213 3.214503186
s 0.9153 vp01 9.1 9.1 4.17702438826 1.82980577451
d 0.7153 vp01 7.5 9.1 5.37779344365 2.91118045835
s 0.6989 vp01 5.9 6.7 6.18062399443 3.93152886355
s 0.507 vp01 7.9 7.9 0.676834953735 6.22351247841
d 1.0198 vp01 6.3 7.1 0.928078313408 2.43148443613
d 0.5152 vp01 7.5 8.7 4.1527229696 4.24751197244
d 0.5144 vp01 7.5 8.7 5.32847064221 1.19902179098
s 0.6436 vp01 8.7 8.3 3.80642505858 2.09203705293
d 0.6515 vp01 8.3 8.7 3.68582207264 5.09252047565
s 0.6033 vp01 5.9 6.3 2.33395419281 1.90209728896
d 0.4836 vp01 7.9 7.9 3.7372465319 0.00351828819533
d 0.7869 vp01 8.3 7.5 1.90374440058 6.2545257237
s 0.5388 vp01 7.5 7.1 5.36700950136 5.81693442749
d 0.9311 vp01 6.3 6.3 3.28985050543 5.39926794801
d 0.7472 vp01 7.1 5.9 2.32579664747 2.63147665538
s 0.5784 vp01 6.7 6.3 4.71881105804 0.305510329119
d 0.299 vp01 5.9 7.5 4.52278725277 6.21898059702
s 0.7872 vp01 7.1 5.9 3.1924895854 0.561840948244
d 0.6199 vp01 5.9 5.9 4.29114099091 2.2839980924
d 0.4435 vp01 7.9 6.3 5.84861378544 5.79680192446
d 0.5641 vp01 8.3 8.7 3.16096794779 1.70332171208
s 0.8994 vp01 8.7 7.9 5.60250878361 0.431483859883
s 0.6037 vp01 8.7 8.7 4.21312599748 5.64157796979
s 0.6511 vp01 7.9 7.9 4.01006905497 2.87116160981
d 0.9233 vp01 6.7 7.9 1.9200504452 4.15951526177
s 0.5634 vp01 7.5 7.5 1.30794942564 0.750215085684
d 0.3798 vp01 7.9 9.1 4.06401810933 1.08554345882
s 0.5477 vp01 8.7 9.1 2.07604543649 5.76063265785
d 0.9471 vp01 8.7 7.9 2.41119738704 0.194183043809
d 0.7157 vp01 7.1 7.1 1.37857798868 2.53853114399
s 0.9796 vp01 8.3 7.9 5.33031681329 2.32080031599
s 1.3071 vp01 8.3 8.3 4.55504708524 6.19968497395
d 0.4753 vp01 6.3 6.7 3.10989214657 4.61574949846
d 1.4673 vp01 8.3 8.3 0.563816999078 4.92389075601
d 1.3156 vp01 8.7 7.9 6.00752406553 1.48447946289
s 0.8587 vp01 6.7 7.1 3.66358251381 4.72511946294
d 0.5074 vp01 6.7 7.9 3.98000716947 2.37459999253
s 0.8271 vp01 7.9 7.9 6.11632600933 2.65214504819
d 0.86 vp01 5.9 5.9 0.50259399339 4.60201391859
d 0.5393 vp01 7.9 8.7 0.59297766379 0.914560459137
d 0.5071 vp01 7.9 6.3 1.13829944416 0.326946742496
s 0.6831 vp01 9.1 9.1 6.01162794499 3.2393869521
d 0.7715 vp01 7.5 7.5 4.50486001571 2.08419627199
d 0.8482 vp01 6.7 7.9 3.23033352251 3.11089867394
d 0.379 vp01 7.1 8.7 4.32539757195 2.7689163435
d 0.789 vp01 7.1 7.9 6.0525397392 5.14202060762
d 0.7157 vp01 6.7 6.3 3.80122213665 2.99723124906
s 0.6196 vp01 7.9 7.5 0.577560553076 0.888426116355
d 0.5322 vp01 8.7 9.1 1.67303843753 3.40831522272
d 0.4681 vp01 6.3 6.3 5.96503093085 1.84852857307
s 0.691 vp01 7.1 7.1 3.62363135428 2.02868055336
d 0.6754 vp01 9.1 8.3 4.45996163981 4.07046054809
d 0.4663 vp01 7.9 6.7 1.95540375713 3.82363871967
s 0.8513 vp01 7.9 8.7 1.35971167838 4.00056224538
d 0.5645 vp01 7.1 6.3 4.79662169895 2.80931092662
s 1.1231 vp01 8.3 8.7 5.10786606869 3.43748311321
s 0.7798 vp01 7.1 7.5 5.98074890047 5.60081968955
d 0.9153 vp01 9.1 8.7 4.36186509424 3.16002646405
d 0.3845 vp01 7.1 8.3 0.457313926788 2.29360966529
d 0.7716 vp01 7.1 5.9 5.35542037963 1.99980591304
d 0.5481 vp01 7.9 5.9 1.02668102638 4.3286999807
d 1.7869 vp01 5.9 5.9 2.70899334131 0.00653307011209
s 1.9556 vp01 6.7 6.7 2.00779331722 1.31357410705
d 0.9073 vp01 5.9 5.9 4.01433761858 6.00797913065
d 0.5481 vp01 7.1 7.9 5.61173446702 6.26020034458
d 1.0189 vp01 6.7 7.5 4.14393622213 1.95473230454
d 0.5708 vp01 6.3 7.5 2.60830782587 2.68623204407
d 0.8429 vp01 7.9 7.5 2.78949124685 1.27681867009
d 0.7308 vp01 7.9 5.9 0.136104267854 3.67705761784
d 1.2993 vp01 7.1 6.3 3.55568826056 0.984389127878
d 1.7311 vp01 6.3 7.5 1.34704271266 2.05365581948
s 0.4675 vp01 7.9 8.3 6.01405445034 0.405588488388
d 0.7956 vp01 7.5 8.3 4.96588783901 4.64631287278
d 0.4091 vp01 7.5 7.1 2.56752229814 5.18950804639
s 0.6838 vp01 9.1 9.1 5.95557912437 0.256028366116
d 0.8669 vp01 7.5 8.3 2.68075794237 4.26209884742
d 0.4356 vp01 6.3 5.9 0.770396685658 4.37849787108
d 0.628 vp01 7.1 8.3 2.84210823625 5.17954137746
d 0.6117 vp01 7.9 7.1 5.2001846901 1.75434940993
d 0.8513 vp01 8.3 7.9 2.24265917705 0.0528705863805
d 0.4752 vp01 8.7 6.3 4.03439983987 5.46277951685
d 0.8595 vp01 8.3 7.1 4.32329387313 5.73738047852
s 0.8753 vp01 6.3 5.9 1.26865768965 5.46800094802
s 1.3472 vp01 9.1 9.1 1.265252329 5.90026123672
d 0.3791 vp01 8.7 7.9 5.66406192731 5.53427106597
s 0.5872 vp01 7.5 7.5 3.83969475358 3.32423134537
d 0.5701 vp01 9.1 7.1 3.23770925965 0.502657142761
d 0.7385 vp01 6.3 7.1 2.3101217122 0.0722964425033
d 0.3557 vp01 7.1 8.7 1.26749594147 4.11396361738
s 0.819 vp01 6.3 6.3 5.96936832954 5.89402851325
d 0.4516 vp01 7.9 5.9 4.73814385687 1.68770545315
d 1.2192 vp01 7.1 7.1 4.83951890566 1.16569003528
s 0.6672 vp01 8.3 7.5 4.44737398779 4.17166490445
s 0.7231 vp01 9.1 9.1 2.9143140433 4.91134378154
s 0.6751 vp01 8.3 9.1 5.70624611766 5.38688032507
d 0.4513 vp01 7.9 7.9 2.79430043949 0.10530134371
s 0.8361 vp01 7.1 7.5 0.814026447243 3.33820066258
s 1.2196 vp01 9.1 8.7 3.6323859618 0.298617190093
d 0.803 vp01 6.7 7.5 2.84479836892 5.86056231984
d 0.803 vp01 6.7 6.7 1.51152254645 4.39181959665
s 0.659 vp01 6.7 6.3 5.30713004699 5.21985401959
d 0.4598 vp01 9.1 7.1 4.25788030034 0.0807077015855
s 0.6276 vp01 7.5 7.5 1.01641904416 1.16326851003
s 0.9657 vp01 6.3 6.3 4.56052293506 3.85309797832
d 0.6516 vp01 7.1 7.1 2.3007201839 3.4775531768
d 0.707 vp01 5.9 6.7 2.07024318089 0.947791648379
s 0.7638 vp01 7.9 7.1 3.53116591896 0.2835826109
d 0.5391 vp01 8.3 7.9 3.04989897805 5.49429250333
s 0.5717 vp01 8.7 8.7 1.06797700628 5.94955381988
d 0.4832 vp01 7.9 7.9 6.18970209217 2.66741668541
d 0.5317 vp01 7.5 8.7 2.51113728557 4.69182884402
s 0.5313 vp01 7.9 7.5 3.25049194663 5.20103896792
d 0.4269 vp01 5.9 7.5 3.56546812877 5.93737589223
s 0.6118 vp01 7.1 7.1 5.87272365788 5.0561128378
d 0.6036 vp01 7.1 6.7 5.26519924283 4.63454123286
d 0.7316 vp01 9.1 7.9 2.7280755752 5.04461425297
d 0.8351 vp01 5.9 7.1 2.83107181186 1.08011859542
s 0.6031 vp01 6.3 6.3 4.27108138401 3.40424755342
s 0.5255 vp01 7.1 7.5 0.123928751228 5.92597063139
d 0.419 vp01 6.7 8.3 2.25422330867 4.96570305896
d 0.6669 vp01 7.9 5.9 3.21148197234 0.921491427352
s 0.9626 vp01 5.9 6.3 4.40493402349 3.02624796753
d 0.6674 vp01 7.5 7.5 5.538346266 0.864557799597
s 0.8837 vp01 5.9 5.9 3.55749319148 2.89838896225
d 1.1473 vp01 5.9 6.3 4.29972655953 0.715642063571
d 0.4748 vp01 7.5 8.7 3.18137759464 4.00403139889
d 0.4581 vp01 6.7 8.7 1.37021900196 0.877025921744
d 0.5069 vp01 7.5 8.3 5.47096648481 5.98191826989
s 0.963 vp01 5.9 6.3 6.26170015805 2.4735948071
d 0.692 vp01 6.3 6.7 5.10158274581 4.74448615182
d 0.7473 vp01 6.7 6.3 3.75740814404 0.146857022449
s 0.611 vp01 8.3 7.9 4.3682541414 2.02274908026
s 0.4517 vp01 7.1 7.1 3.79752670564 4.15677386729
d 0.6677 vp01 6.7 6.3 2.36055393402 0.896722924357
d 0.5955 vp01 6.7 7.1 3.64900559004 1.98264129706
d 0.4268 vp01 6.3 7.5 3.20808255573 3.79006308808
d 0.4829 vp01 7.9 8.3 2.33396277986 4.80367716237
d 0.6902 vp01 5.9 7.5 1.08175004734 2.03680487409
s 0.6098 vp01 6.3 6.7 2.37618273006 1.79032152608
d 0.6192 vp01 8.3 7.9 0.42300468932 4.98778537849
d 0.5639 vp01 7.1 7.1 1.79981850967 2.84581743371
d 0.5462 vp01 8.7 8.7 4.24131963553 0.223686247135
d 0.4103 vp01 7.5 8.3 5.58898270909 5.44567355488
s 0.9789 vp01 8.7 7.5 2.81541309367 0.18687013114
s 0.6581 vp01 7.9 7.5 3.30686498793 5.29795212133
s 0.6998 vp01 9.1 9.1 4.92517556945 0.0506803898116
s 0.5383 vp01 9.1 9.1 3.12249555856 5.91260683083
d 0.4992 vp01 8.3 7.5 3.72610065792 0.249106484772
d 0.9156 vp01 6.7 7.1 5.28219635544 2.5407684382
d 0.5235 vp01 8.3 8.3 5.17676729302 1.83734527414
s 0.6919 vp01 8.7 6.7 1.78936799921 4.14072837436
d 1.4112 vp01 9.1 9.1 5.59288722667 2.18190813796
s 0.4419 vp01 7.9 7.9 0.60811495952 3.15230661547
d 0.4745 vp01 7.1 8.3 4.49847139081 2.22197187188
d 0.9788 vp01 8.7 9.1 3.41047783556 1.75377225214
d 0.7619 vp01 8.3 7.9 2.60819969607 5.15181730233
d 0.4981 vp01 7.5 8.7 2.16839623737 4.77601891644
d 1.0337 vp01 7.1 7.1 1.62997033304 0.568458517324
d 0.6824 vp01 7.5 7.5 4.03011108838 2.29291379965
d 0.7878 vp01 7.9 7.1 2.52697990786 4.91502850733
d 0.7556 vp01 6.7 6.3 6.13091452052 3.61934296269
s 0.6676 vp01 6.3 6.3 4.53029151744 3.62346397704
d 0.3633 vp01 7.9 8.3 2.26487296558 1.20254398435
d 0.5708 vp01 6.3 6.3 0.00795320064042 5.03554478388
s 0.4433 vp01 9.1 9.1 4.31871858128 4.69916079708
s 0.8038 vp01 8.7 8.3 0.458364784298 6.16122058233
d 0.6347 vp01 7.9 8.7 5.8068015145 3.11066500774
d 0.8109 vp01 8.7 8.3 5.92396652943 3.14376291122
s 0.4831 vp01 6.3 6.7 5.44145989913 4.88535882643
d 0.6758 vp01 7.1 6.3 5.22880969141 4.10611127628
d 0.7157 vp01 8.3 7.9 6.25185530377 5.57936325765
d 0.4998 vp01 8.3 5.9 5.07811049959 5.60644876857
d 0.6035 vp01 9.1 9.1 5.53038277995 2.59908419608
s 0.7539 vp01 7.9 8.3 2.89719060285 4.08150118016
d 0.6348 vp01 8.3 7.9 4.96538774333 3.51769400921
s 0.8383 vp01 7.9 7.9 0.196817918675 4.65455558796
d 0.8033 vp01 5.9 5.9 2.71397426643 0.138105679464
d 0.6832 vp01 5.9 6.3 2.61594908216 3.5662402801
s 0.7288 vp01 5.9 5.9 3.43497133454 4.76963463871
s 0.6981 vp01 9.1 9.1 5.84460204191 2.90991204273
d 0.4118 vp01 7.5 8.3 5.6649611574 0.650982916698
s 0.5543 vp01 9.1 9.1 1.46773959839 2.74883118732
d 0.4825 vp01 8.3 7.5 0.638654572411 5.8581694131
d 0.6502 vp01 7.9 9.1 5.69786236407 0.392253706057
s 0.5154 vp01 8.7 9.1 4.7097871578 4.53955277015
d 1.1786 vp01 8.3 8.3 1.97994713773 5.47382746027
s 0.9075 vp01 7.9 7.9 2.17841192572 3.01793331117
d 1.0736 vp01 7.5 7.5 0.70323567635 5.71999648035
d 0.3389 vp01 7.1 9.1 5.22133657511 5.47477490263
d 0.4997 vp01 7.1 6.3 2.01462737264 1.55345311215
s 0.7077 vp01 8.3 7.1 3.32386541918 2.58280246911
d 0.8275 vp01 8.3 8.7 4.79523868833 1.95244358759
d 1.0193 vp01 7.1 7.5 4.79084026994 1.25194830426
d 1.4328 vp01 7.5 8.3 3.96960539888 2.49550929034
s 0.8361 vp01 6.7 6.7 2.61578341501 2.181241387
d 0.7951 vp01 7.9 8.7 5.25602901998 5.66900127681
d 0.5717 vp01 7.9 8.7 1.39018390161 2.90712109642
d 0.5314 vp01 6.7 9.1 4.4358856569 5.32136851575
s 0.5949 vp01 7.1 7.5 4.71158709673 4.57941395468
s 0.6192 vp01 7.1 7.1 1.93802291232 2.02287562459
d 1.1557 vp01 5.9 5.9 1.05413666154 1.48496029336
s 0.5633 vp01 7.1 6.3 3.04297431452 6.01728674864
d 0.6596 vp01 7.5 8.3 3.54488679405 2.13462695056
s 0.7623 vp01 6.3 7.5 5.141052504 3.2953595938
d 0.5864 vp01 6.7 7.5 5.89429337912 1.96249089603
d 0.6193 vp01 7.1 8.3 0.330649756934 0.656919819911
d 1.131 vp01 6.3 7.5 1.70831653346 4.6297776676
s 0.4601 vp01 7.5 7.9 4.22205456511 3.23983278756
d 0.418 vp01 7.9 9.1 6.21651839853 3.82882643154
s 0.5467 vp01 9.1 8.3 5.19185188818 4.75545518915
s 0.5159 vp01 7.1 6.7 5.19020634924 5.25305629508
d 0.4032 vp01 8.3 6.7 5.79155018198 5.33171475084
d 0.4914 vp01 7.1 7.1 4.56636240044 0.272245145802
d 0.8193 vp01 8.7 7.9 3.12507930372 1.78836319584
d 0.5877 vp01 6.3 7.1 2.92863004397 4.58179726341
s 0.5714 vp01 8.7 8.7 5.2649471688 0.169390039413
d 0.3471 vp01 7.5 8.7 5.15240977479 5.11113291369
s 0.5234 vp01 8.7 8.7 4.52655765532 2.03776430136
d 0.3719 vp01 7.5 8.3 0.43187928276 2.02372181731
d 0.4996 vp01 6.3 7.5 3.73857053625 1.14152424321
d 0.5381 vp01 6.7 5.9 3.69317632261 1.46554941713
s 0.9308 vp01 5.9 6.7 5.35072159238 0.396312702859
d 0.3872 vp01 6.7 8.3 4.55054151927 2.88824312487
d 0.5187 vp01 7.1 6.3 5.44712286155 2.35690234727
s 0.6593 vp01 7.5 7.5 1.91242752506 4.40810907409
d 0.3549 vp01 8.3 8.7 5.57493269867 1.7472831543
d 0.5143 vp01 7.1 6.3 2.08528717569 3.71028788078
s 0.7794 vp01 7.1 6.3 4.58836957674 4.1946654092
d 0.7799 vp01 6.7 6.7 0.233446662534 1.12136817033
d 0.5235 vp01 6.7 7.9 4.54459121339 3.87375862072
s 0.7787 vp01 7.9 8.7 0.825130837404 6.10292136984
d 0.5145 vp01 7.9 7.9 4.85517224705 6.23752385295
d 0.6595 vp01 5.9 7.5 4.17306887632 0.164657902991
s 0.5552 vp01 9.1 8.3 5.75265011638 1.59310488023
d 0.5953 vp01 9.1 8.3 0.457542725541 2.54389823629
s 0.5636 vp01 7.5 7.5 1.55605718414 1.30312611413
d 0.7148 vp01 6.3 5.9 1.28204931875 0.37886162818
s 0.548 vp01 6.7 7.1 4.83298434841 0.140175829563
d 0.2912 vp01 7.1 8.7 4.44361462793 5.04695364986
s 0.459 vp01 5.9 6.7 1.12368402852 4.42812399646
d 0.6028 vp01 9.1 7.9 1.44903712751 1.33042344098
d 0.3471 vp01 7.1 8.3 4.0204835025 3.99229464318
s 0.5795 vp01 9.1 8.7 1.26221752314 1.80450108725
d 0.4031 vp01 7.9 9.1 4.36460729127 0.291960848395
s 0.9636 vp01 7.1 7.9 3.06647514776 5.61414364333
d 0.4675 vp01 7.9 7.1 5.69248388583 3.25168268092
s 0.6274 vp01 7.5 7.5 0.547256964354 5.26115654792
d 0.3873 vp01 7.1 7.9 2.97738987174 1.60684418276
d 1.2836 vp01 7.9 8.7 5.56235424193 4.33850190508
s 0.7073 vp01 6.7 6.3 2.32319020447 2.56197990729
s 0.8199 vp01 7.9 7.5 1.94900986768 1.26318904556
s 0.7006 vp01 8.3 8.3 3.68016695617 3.47755249982
d 0.8991 vp01 7.5 7.1 4.15165196023 5.37161744187
d 0.4392 vp01 7.1 6.3 0.23326810717 2.70916170901
d 0.5305 vp01 6.7 6.3 6.09547958139 4.25232657328
d 0.65 vp01 7.5 6.7 5.88988335718 5.38882912132
d 1.5625 vp01 6.3 8.3 0.872926730297 0.790781364776
s 0.5809 vp01 5.9 5.9 2.27843717126 3.03779232806
s 0.7155 vp01 7.9 7.9 0.42684395051 0.296684121837
d 0.4907 vp01 8.7 8.7 5.95426482749 2.87400154
d 0.9634 vp01 8.7 7.9 5.08306809899 4.75933447242
d 0.6584 vp01 8.7 7.1 0.576971667739 5.78042044804
s 0.4668 vp01 8.3 7.5 3.98832057288 3.4594563592
d 0.946 vp01 7.5 7.5 5.77001795815 4.29160426776
d 0.6665 vp01 8.3 7.9 2.93180755267 1.73439556169
s 0.731 vp01 8.3 8.3 5.309153463 1.29297342941
d 0.5474 vp01 8.7 7.9 5.45329571065 2.63347401403
d 0.6988 vp01 5.9 6.3 0.402159090472 2.8201499611
s 0.84 vp01 8.7 9.1 0.761433364369 2.13545670194
s 0.6041 vp01 9.1 9.1 4.41196725722 4.67099230482
d 0.9473 vp01 7.9 6.7 4.69010723962 0.393722450786
d 0.6437 vp01 7.1 7.1 4.75843043963 2.52140602568
s 0.739 vp01 8.7 8.3 0.144935168156 0.642004539021
d 0.8355 vp01 7.9 7.1 1.86825140521 2.04697664719
s 0.7874 vp01 5.9 6.7 2.11383749599 1.39716140711
d 0.4671 vp01 7.1 8.3 0.700796424354 3.14416233055
d 0.6514 vp01 7.5 8.3 0.181759428101 0.792047061665
d 0.8117 vp01 7.1 7.1 2.3918472781 5.63548345764
d 0.5722 vp01 7.9 6.3 2.55664386882 6.01729724071
d 0.6036 vp01 7.9 8.7 0.580606698036 2.00410043726
d 0.5789 vp01 7.9 8.3 3.78383653659 6.20519270723
s 0.5645 vp01 6.7 7.5 5.48580020638 4.01212077389
d 0.6189 vp01 7.1 7.5 3.78211618809 6.16460877341
s 0.4913 vp01 8.7 9.1 4.87177273426 5.93766916946
d 0.691 vp01 9.1 7.9 5.89187626191 0.472191467854
s 0.5476 vp01 9.1 8.7 1.17884707096 1.23110284182
s 0.5393 vp01 5.9 5.9 0.866598060763 0.169639358563
d 0.6271 vp01 5.9 5.9 4.61097006259 1.94039593717
s 0.6989 vp01 6.7 6.3 5.06436259336 5.16629327923
d 0.6116 vp01 5.9 5.9 0.032333937573 4.47660722058
s 0.7232 vp01 6.7 6.7 4.71300594978 3.72479663495
s 0.7471 vp01 9.1 9.1 0.572749392288 0.605659344826
d 0.4922 vp01 6.3 7.1 5.4071601761 2.80284724389
d 0.8917 vp01 5.9 5.9 1.4750081282 4.17051535935
d 0.8508 vp01 7.1 6.7 5.08647272854 2.13569548994
d 0.3873 vp01 5.9 7.5 4.71728894706 1.05415648259
s 0.9635 vp01 7.9 7.5 0.585207462348 1.50051914116
s 0.8192 vp01 9.1 8.3 1.72353477895 2.65951738911
s 0.609 vp01 9.1 8.3 5.28728548944 1.72883993923
d 0.4341 vp01 7.5 6.3 3.42798163311 4.42742495928
s 0.5627 vp01 7.9 7.9 0.17855631011 1.51038336744
s 0.9866 vp01 7.5 7.1 5.15282759527 4.42441638337
d 0.6112 vp01 8.3 8.3 3.11025401867 4.76184247069
s 0.8018 vp01 9.1 9.1 6.02506292105 3.98042352445
d 0.403 vp01 8.3 7.5 3.91852880153 3.149280524
d 0.4355 vp01 7.1 7.9 0.541363345516 3.43537044809
s 0.4838 vp01 8.3 8.3 6.07197162876 0.545039943702
d 0.1712 vp01 7.1 7.1 1.12385352628 2.71452334447
s 0.4981 vp01 7.5 7.9 1.64014624994 5.72080605583
d 0.348 vp01 8.3 6.7 4.34602689947 0.128513942708
s 0.4739 vp01 5.9 5.9 4.47047569254 4.34886303592
d 0.5141 vp01 6.3 6.7 4.97639260142 1.2852530784
s 0.6505 vp01 7.9 7.5 0.376235411116 2.10798353989
d 0.4249 vp01 6.7 6.3 1.47937468009 5.70954201733
d 0.4109 vp01 7.5 7.5 3.78177237571 0.187187822077
s 0.5636 vp01 9.1 9.1 1.18613003927 6.11589541391
s 0.611 vp01 7.5 7.1 3.57490063223 4.19543831411
d 0.8366 vp01 7.1 7.1 0.702744559563 4.86974402976
s 0.4994 vp01 7.9 7.5 5.4161423122 0.141438636395
s 0.763 vp01 8.3 8.3 2.23076766735 0.142924544497
d 0.3874 vp01 7.5 8.7 5.18722077125 2.21035516126
s 0.4834 vp01 9.1 9.1 1.41639005576 0.560353621302
d 0.4847 vp01 9.1 8.7 6.07731825211 1.35661038717
s 1.2754 vp01 8.3 8.3 0.92013495653 2.3134395478
d 0.6038 vp01 6.3 7.5 6.01866589406 5.46268080283
s 0.8669 vp01 7.1 8.7 3.30204771534 4.10797986601
d 0.5397 vp01 7.9 8.7 5.47953778094 6.08104224412
s 0.5795 vp01 5.9 5.9 2.60039825774 5.82244481659
d 0.447 vp01 6.7 6.3 6.09212687646 1.18774539152
s 0.7227 vp01 7.1 6.7 5.20345252557 6.06464626594
d 0.3149 vp01 7.1 9.1 4.28972043293 3.20606723905
d 0.5553 vp01 6.3 7.1 1.90633994911 0.700899892491
d 0.5304 vp01 7.9 6.3 0.796559567818 3.47913315303
s 0.491 vp01 7.5 7.5 0.203224494539 3.09114668598
d 0.8026 vp01 8.3 8.3 0.270686062787 4.83210818528
d 0.4199 vp01 7.9 8.7 4.4138458405 0.819101467397
d 0.5477 vp01 7.1 8.3 6.17971618425 0.445853425469
s 0.5465 vp01 8.3 7.9 4.04681561046 2.68972360506
d 0.3851 vp01 8.3 7.1 1.04278742357 4.57431387023
s 0.6343 vp01 6.3 6.3 3.37340291404 4.64784590081
s 1.2425 vp01 8.7 8.7 4.78951775373 4.82856094397
d 0.387 vp01 6.7 8.7 0.838677387964 2.81856136563
s 1.0991 vp01 9.1 9.1 3.59604214219 3.92084831637
s 0.4246 vp01 8.7 8.7 2.00010774151 0.527921491798
d 0.5544 vp01 7.5 5.9 2.62918472529 4.79459153838
d 0.7548 vp01 6.3 7.5 0.401664683774 4.22412816934
d 0.5626 vp01 7.5 7.1 5.75733889469 2.14724520975
s 0.5791 vp01 6.7 5.9 4.61722818185 5.80609705102
s 0.4507 vp01 8.3 8.3 1.53495541263 1.91320748945
d 0.4264 vp01 7.1 6.3 5.2444678608 2.20038580633
s 0.8664 vp01 8.3 7.5 4.88806892478 1.63621737533
d 0.3789 vp01 7.1 8.3 0.348626410498 1.02250543006
s 0.6101 vp01 8.3 8.7 5.71586411801 4.36052163481
d 0.4754 vp01 7.5 5.9 0.850540035157 1.36977739326
s 0.5798 vp01 5.9 5.9 0.227884473865 2.7644684532
d 0.3395 vp01 7.9 8.7 3.97466436504 1.10537944064
s 0.7794 vp01 6.3 6.7 2.4796887646 1.56394108969
d 0.427 vp01 6.7 7.9 1.2258524678 1.67004934626
s 0.5849 vp01 9.1 8.7 5.95551059105 0.837934638294
d 0.8678 vp01 9.1 7.1 6.11911267163 3.93407557527
