resp RT id s1 s2 phi1 phi2
s 0.661 vp03 9.1 8.7 4.060396322 3.47347727167
s 0.6278 vp03 7.5 7.9 0.552240153044 0.736905381455
s 1.0607 vp03 6.7 6.7 3.65219349664 2.94336851344
d 0.4289 vp03 6.3 6.3 3.09899033354 5.21907269046
s 0.828 vp03 7.9 9.1 0.239500049898 2.93082699838
d 0.3395 vp03 7.5 7.9 3.44002396769 5.16470089733
d 0.4596 vp03 5.9 5.9 1.31478437214 2.33485362609
d 0.6755 vp03 7.5 6.7 4.64141860591 3.52422016088
d 0.4195 vp03 6.3 5.9 2.47810155305 0.605051992409
d 0.4914 vp03 7.9 6.3 5.71049321585 3.57809202419
d 0.5523 vp03 7.1 6.7 5.9475236612 2.99341288111
s 0.9154 vp03 8.3 8.3 3.53067185332 2.15879536459
s 0.6911 vp03 8.3 8.3 3.7402398719 3.63007068611
s 0.8356 vp03 8.3 8.7 4.92190855924 5.28826669198
d 0.5475 vp03 8.7 8.7 3.70765121181 1.17178888394
d 0.4115 vp03 6.3 6.3 1.57044650928 3.83908911589
d 0.5871 vp03 6.3 6.7 0.0625646285457 0.993111468274
d 0.7241 vp03 7.1 7.1 5.97555373579 1.89231091952
d 0.5151 vp03 7.9 5.9 5.97755410911 3.1654580733
d 0.6354 vp03 8.7 8.7 2.58088236697 4.63562513912
d 0.4435 vp03 9.1 7.5 4.20884387677 4.66936179045
d 0.4919 vp03 7.1 6.3 3.46874221499 5.67129774977
s 3.0917 vp03 9.1 9.1 3.74064230928 4.48667255016
d 0.6756 vp03 9.1 9.1 5.66855480568 3.12423997829
d 0.2273 vp03 5.9 5.9 3.47398745215 2.71618233918
d 1.1458 vp03 8.3 8.7 2.23069172542 0.0179948766435
d 1.3561 vp03 5.9 6.3 0.4082140183 6.27878673731
d 0.0045 vp03 7.5 7.1 4.32257258811 2.11734744339
s 0.5393 vp03 7.9 7.9 0.314470642492 0.934036471835
d 0.468 vp03 6.3 6.7 2.57545456326 1.91833785801
d 0.4122 vp03 6.7 6.3 2.65931378199 3.79150030526
s 0.7958 vp03 9.1 8.7 5.04924495174 4.98065186231
d 0.5397 vp03 9.1 9.1 0.0371222608529 2.99861236607
d 0.5155 vp03 7.5 6.7 0.858031613395 0.391139542713
d 0.4757 vp03 8.7 7.9 5.75675979019 1.06583177142
d 0.444 vp03 6.7 7.5 4.90864313941 0.342617741636
d 0.3474 vp03 5.9 6.7 2.56099106363 3.72661846803
d 2e-04 vp03 7.5 7.5 1.8965400688 2.64933984482
s 0.5993 vp03 7.9 8.7 2.07062791237 6.05017641208
d 0.4517 vp03 7.5 8.3 0.626073483036 3.50796048473
s 1.3862 vp03 5.9 5.9 5.17610282401 4.92257275751
d 0.6033 vp03 8.3 7.5 5.20911115277 3.3367049665
d 1.1634 vp03 8.7 8.3 2.30435385936 5.09078296512
d 0.5965 vp03 7.5 7.9 5.139201805 5.66951215629
s 0.6914 vp03 6.7 6.7 5.12652998048 0.264402430636
d 0.4759 vp03 8.3 6.7 4.94054979552 4.30420723848
d 0.6681 vp03 9.1 8.3 0.459059493725 4.39930637134
d 0.5239 vp03 7.1 8.7 0.262182041771 3.74143780973
s 0.7963 vp03 9.1 8.3 6.21983226777 0.785352988898
d 0.612 vp03 9.1 7.1 2.57529468 4.46352079545
d 0.2516 vp03 6.7 7.5 2.82862492501 3.57453655218
d 0.5076 vp03 6.7 7.5 5.79016689506 1.88591801107
d 0.5716 vp03 7.5 7.5 5.13023350995 1.5502365513
d 0.6048 vp03 8.3 8.3 4.8195393018 4.91044926083
d 0.5394 vp03 6.3 6.3 4.05391270152 3.89705828013
d 0.4022 vp03 5.9 7.5 1.57613413148 0.235723489686
s 0.7555 vp03 7.5 7.1 1.40740110022 4.42785441735
d 2e-04 vp03 5.9 8.3 2.67210415384 6.10996583791
d 0.7753 vp03 6.3 5.9 0.35572108195 0.280131580716
d 1.0746 vp03 6.7 7.9 2.16597346235 2.8992618327
d 0.6753 vp03 6.7 5.9 5.24664659495 3.19884477906
d 0.6674 vp03 7.5 8.3 1.630309255 5.07305179283
d 0.5162 vp03 7.5 7.5 5.1870743193 1.14773007553
d 0.7954 vp03 8.7 8.3 4.51210042505 4.64931524485
d 0.6192 vp03 8.7 7.5 5.77715729264 4.94761609592
s 1.3479 vp03 7.9 8.3 3.46599565628 3.59611458176
d 0.3321 vp03 7.9 7.9 4.05573869304 0.993664802172
d 0.5399 vp03 7.5 7.5 5.55632023298 3.19201807611
d 0.5236 vp03 6.7 5.9 2.44484332063 4.6970459981
s 1.0279 vp03 7.9 8.7 1.93101056222 2.0274827552
d 0.2685 vp03 8.7 6.7 5.18517599349 5.59575974371
d 0.4759 vp03 9.1 8.7 1.7384388054 2.60988331541
d 0.292 vp03 7.9 6.7 4.54838291487 0.420003215693
s 0.8439 vp03 7.1 7.1 5.36993804552 5.01428425334
d 0.5799 vp03 7.1 7.5 5.09561606799 1.51230538727
s 0.3558 vp03 6.3 6.3 1.77865523508 4.50945158079
d 0.5879 vp03 7.1 7.9 4.05735783194 3.67237256456
s 1.028 vp03 8.7 8.7 2.1588610905 0.0757253702049
d 0.7315 vp03 7.1 8.3 2.31412961995 0.70014088712
s 0.6118 vp03 8.3 7.5 3.18093867549 1.11678655249
d 0.8202 vp03 7.5 6.7 5.94433481157 2.10843477699
d 0.8118 vp03 7.9 7.9 5.1007310273 5.87768540197
d 1.036 vp03 9.1 8.3 5.04350707162 0.267633063164
d 0.9887 vp03 6.7 6.7 6.08942457061 5.17764063198
s 0.8523 vp03 9.1 8.7 3.1961731615 2.66692246178
d 0.1838 vp03 7.9 7.9 6.0743904631 0.748186353421
s 0.772 vp03 7.9 7.5 2.86560092435 1.76872644016
s 0.8032 vp03 8.7 9.1 4.38570661599 3.62684662793
d 0.5714 vp03 7.1 8.3 6.13923999286 0.5474778671
d 0.4998 vp03 6.3 7.9 2.5042563222 5.15588165212
d 0.4277 vp03 7.9 6.7 4.33070306047 5.22834732489
s 0.8758 vp03 8.3 7.9 3.45484578321 4.09357222928
d 0.4516 vp03 6.7 7.1 1.57722197411 4.44027291378
d 0.3231 vp03 7.1 7.1 0.902624768166 3.16167225206
d 0.5958 vp03 6.3 5.9 0.66525000996 0.598873761911
s 0.7719 vp03 6.3 5.9 3.43105509553 2.49582953382
s 0.7713 vp03 8.7 8.3 1.56263426859 0.655088111064
d 0.3795 vp03 7.9 6.7 2.51926893641 3.58865994352
d 0.7156 vp03 7.1 8.3 2.50881573108 4.30429911241
d 0.6835 vp03 5.9 6.3 1.38607774761 3.49319524656
d 0.6485 vp03 7.9 9.1 5.71561364865 4.87058709563
d 0.5792 vp03 9.1 8.7 4.49300496062 5.29110510424
d 0.5399 vp03 6.7 7.5 4.18208161088 5.5287065378
d 0.5156 vp03 6.7 8.7 2.74343637154 1.76947616818
d 0.6518 vp03 7.1 5.9 3.7451108622 4.58265348477
d 1.0512 vp03 5.9 5.9 3.06742410629 3.96111798982
d 0.5553 vp03 8.7 7.1 3.79548003437 4.6938553055
s 0.8824 vp03 6.3 5.9 3.0159287929 5.41599380278
d 0.3875 vp03 6.3 6.3 0.254242436752 3.5427445113
d 0.4337 vp03 7.5 5.9 1.9424990575 0.730091732119
d 0.37 vp03 5.9 5.9 0.665476515623 0.697334775776
s 0.6506 vp03 9.1 9.1 5.44209436402 4.98360342755
d 0.4349 vp03 7.9 7.9 0.841546889692 3.66336093764
s 0.8662 vp03 8.7 7.9 1.82356166839 3.6850066593
s 0.635 vp03 9.1 9.1 4.82035317471 5.36337391897
d 0.5402 vp03 8.3 8.7 0.585762059378 2.91932144053
d 0.483 vp03 7.1 6.3 4.97598480976 2.68163538224
d 0.5384 vp03 6.3 6.3 5.15696404795 0.660720270582
d 0.7951 vp03 6.3 5.9 0.743197591146 5.41193590556
s 0.736 vp03 6.7 7.1 1.62404830256 0.776926503739
s 0.7776 vp03 7.5 6.3 3.5375610032 5.0867928918
d 0.5212 vp03 7.1 6.7 4.59288891507 3.57929344902
d 0.5606 vp03 7.1 7.9 1.59688020365 3.16383249876
d 0.497 vp03 5.9 6.3 5.34381678266 1.70800611894
d 0.4248 vp03 5.9 5.9 1.0942144139 2.05043036704
d 0.513 vp03 8.3 7.5 0.115622539421 4.49274046164
d 0.5317 vp03 6.3 5.9 3.05573512733 3.4266360355
d 0.7946 vp03 7.5 7.5 1.63844467668 4.88991694503
s 0.4984 vp03 6.3 6.3 0.15692149124 5.54203222479
s 0.4182 vp03 5.9 5.9 4.04527934843 2.10604592229
s 1.0259 vp03 6.7 6.7 3.11386596211 4.07983443545
d 0.7963 vp03 6.7 6.7 2.53027410342 0.302518107624
d 0.5071 vp03 5.9 6.3 5.11344078909 2.08731878997
s 0.9962 vp03 6.7 7.5 2.16470453991 4.59631480206
s 0.5239 vp03 9.1 9.1 4.49059847129 4.03930600424
s 0.8762 vp03 7.5 7.9 5.2841184504 3.72977451633
s 0.5711 vp03 7.1 8.3 4.31476558502 1.36474420875
s 0.8256 vp03 7.1 8.3 6.20724091291 1.73753356493
d 0.4424 vp03 7.5 6.7 4.8190341007 4.93277860747
d 0.5948 vp03 7.9 8.3 4.28066099131 4.89717679861
s 0.7549 vp03 7.5 7.1 5.61530366572 4.06625156449
d 0.6919 vp03 8.7 9.1 2.59825576969 0.902672714774
d 0.6591 vp03 7.9 7.1 3.27290614354 5.93873502434
d 0.8039 vp03 6.7 6.7 0.879075528424 1.83875459993
s 0.7959 vp03 6.7 6.7 4.63491358822 4.73729288589
d 0.5149 vp03 7.1 5.9 0.211785701303 4.56028928356
d 0.8192 vp03 6.3 7.1 3.2122267206 3.78446062162
d 0.4357 vp03 9.1 7.1 5.20153534167 5.47942430052
d 0.5392 vp03 7.5 7.5 0.571424000848 2.62221359033
s 0.724 vp03 7.1 7.1 5.58223668516 4.88514918474
s 0.6761 vp03 8.7 8.7 5.75213499561 3.04139818757
d 0.452 vp03 6.7 5.9 2.169670398 4.41896482129
s 0.8118 vp03 6.7 8.3 3.08322952556 0.4608859864
s 0.636 vp03 6.7 7.5 1.62955188408 4.53555058321
d 0.7952 vp03 5.9 6.7 2.17511209791 1.90369879952
d 0.4507 vp03 5.9 5.9 0.869006425128 5.57316336342
d 0.1545 vp03 6.7 9.1 0.542615335556 2.88679471157
d 0.7003 vp03 8.3 8.3 4.84021460627 1.57735868447
d 0.5878 vp03 8.7 8.7 3.39737761011 0.465826515871
s 0.6507 vp03 7.5 7.1 1.78453435275 4.14053571212
s 0.7292 vp03 8.3 7.9 0.641126580178 3.82218215396
s 0.8664 vp03 8.7 8.7 2.40779963591 1.11102105291
d 0.58 vp03 7.9 6.7 2.27671739649 1.77295384642
s 0.7868 vp03 6.7 6.7 2.69475741224 5.0467569965
s 0.5785 vp03 5.9 5.9 2.59191829797 4.08295532967
s 0.6103 vp03 6.7 7.9 0.860402216236 3.47382799031
s 0.7228 vp03 8.7 8.7 2.04557668153 0.738441149002
d 0.6119 vp03 7.9 8.3 6.27637091928 1.67015604713
s 0.6982 vp03 7.1 6.3 2.39583894687 1.66156617242
d 0.6121 vp03 6.7 6.3 1.46640633409 5.61436122442
d 0.5065 vp03 7.1 6.7 2.53280254887 3.91279180883
d 2e-04 vp03 9.1 8.7 5.6180934881 4.45378835812
d 1.1185 vp03 7.1 5.9 1.38664405185 6.22266089707
d 0.5391 vp03 8.7 8.3 5.80308218275 5.49164416832
d 0.7399 vp03 8.3 9.1 0.0796946739825 1.71123515971
s 0.9084 vp03 9.1 9.1 0.034419698836 4.71084426473
d 0.427 vp03 7.5 7.9 2.63699600772 4.82415758655
d 0.5632 vp03 9.1 7.9 0.802408021062 0.428097282885
d 0.5225 vp03 5.9 6.7 5.88715002132 5.78083889196
d 0.9147 vp03 6.3 6.7 2.48162261597 4.07306840138
s 0.5695 vp03 6.3 6.3 3.33864560214 2.48533396047
d 0.4682 vp03 5.9 6.3 5.13876623554 1.38657604637
s 0.9223 vp03 9.1 9.1 1.21596505254 0.809118187604
d 0.5153 vp03 5.9 7.1 2.59476382541 2.89820794172
d 0.4505 vp03 7.1 8.7 0.161188497216 4.32834030237
d 0.3548 vp03 8.3 6.3 1.65765211467 0.691482441986
s 0.9395 vp03 8.7 9.1 4.46936291839 4.37764343816
s 0.7159 vp03 8.7 8.3 2.60397306195 1.21576099677
s 1.0036 vp03 8.3 8.3 6.0520224348 5.56926182206
s 1.0116 vp03 8.3 7.9 3.3076672788 3.65851106568
d 0.4381 vp03 5.9 5.9 5.0681050161 2.79001782133
d 0.9236 vp03 9.1 9.1 0.332211179186 1.50750088543
d 1.0754 vp03 6.7 6.7 0.161262821739 1.63965858852
d 0.404 vp03 9.1 7.5 0.504312594045 2.85512553018
s 0.7954 vp03 9.1 9.1 1.29633145827 4.01854448637
d 0.3714 vp03 8.3 5.9 2.95358045081 4.58660273218
d 0.5951 vp03 8.7 9.1 2.14216030563 3.75112195938
s 0.7871 vp03 7.5 8.3 4.42798903597 2.95375862291
d 0.308 vp03 6.7 5.9 6.13959344167 2.94904042001
d 0.6683 vp03 5.9 6.3 5.43375276742 2.55718608385
d 0.332 vp03 7.9 6.3 3.56701017728 5.80493655916
d 0.578 vp03 8.7 7.9 3.2109454754 3.84396628957
d 0.3875 vp03 6.3 8.3 0.555088118654 1.63493771546
s 0.7158 vp03 7.5 8.3 1.80975463964 5.2091852197
s 0.8676 vp03 5.9 7.9 3.57968730809 3.263922569
s 0.5755 vp03 5.9 6.7 2.06956662232 5.87498068335
s 0.5871 vp03 8.3 7.9 3.72804386958 4.74242504784
s 0.611 vp03 8.3 8.7 0.221440778237 3.5933688623
s 0.5866 vp03 5.9 5.9 4.38691665707 5.39845946921
s 0.7302 vp03 8.3 7.1 2.4256659341 0.300757460868
s 1.3718 vp03 9.1 7.9 6.06937990826 1.78132192585
d 1.2276 vp03 6.3 5.9 1.11549500667 0.0727282316288
d 0.7479 vp03 7.9 5.9 3.09210352706 5.7853166229
d 0.5467 vp03 7.9 7.5 0.452266083445 5.23143853907
s 1.0675 vp03 7.5 7.9 1.77960977989 5.40526194058
d 0.5081 vp03 5.9 5.9 4.92049930615 3.28002092001
d 0.8119 vp03 8.7 8.7 3.17669512704 1.33241248203
s 1.2353 vp03 8.3 7.9 1.76082692629 4.09623632401
d 1.0838 vp03 9.1 9.1 0.136171435666 0.089892957553
s 1.1316 vp03 8.3 7.5 3.75092116444 0.0944721038853
s 1.2321 vp03 6.7 7.1 2.82975143424 1.91774161972
d 0.6004 vp03 8.3 7.5 4.82090717126 4.29210434439
s 1.6887 vp03 8.3 8.3 2.97648385634 1.73251776071
d 0.5551 vp03 7.1 6.7 0.638727963327 2.97205737625
s 0.8343 vp03 7.9 7.9 3.24326826068 2.62522372991
s 0.619 vp03 8.7 7.9 4.09970648676 5.75366812929
d 1.2109 vp03 7.9 7.9 6.06371371614 5.01965982636
s 0.6677 vp03 7.1 7.1 4.9502437458 4.2522524719
s 0.8266 vp03 6.3 6.7 3.24313098948 1.53360039626
d 0.5322 vp03 7.1 6.7 5.98274072885 3.43718469384
s 0.8829 vp03 6.3 8.3 1.52866152086 2.58899926174
d 0.5798 vp03 7.9 8.7 0.440841612718 6.21757406026
d 0.8825 vp03 5.9 6.3 5.12445823783 0.154203152991
d 0.6105 vp03 7.1 7.1 3.25859670278 4.54873614854
d 0.8201 vp03 6.3 7.1 0.253996017514 3.1624111094
d 0.6162 vp03 5.9 6.7 3.14812908194 2.4405086889
d 0.6187 vp03 5.9 7.9 3.97838733867 2.25050020112
d 0.9542 vp03 7.9 7.1 3.93150915797 4.05271447416
d 0.5162 vp03 6.3 5.9 0.114898800204 1.2352748798
s 0.9464 vp03 7.1 6.7 1.39296224629 2.48757645172
d 0.7149 vp03 9.1 7.9 0.731886840804 5.69230672825
s 1.4917 vp03 8.3 8.3 4.08051108077 5.44940433337
d 0.6515 vp03 8.7 8.7 5.03527055097 3.44515935621
d 0.803 vp03 6.3 7.1 5.43148051757 4.09345924472
d 0.6119 vp03 8.3 9.1 5.46826948694 5.45873873256
s 0.8115 vp03 6.3 5.9 0.0663674190601 0.640598213062
s 0.7958 vp03 6.3 6.7 0.157187641378 4.00204759374
d 0.6995 vp03 6.3 7.9 1.69216552552 5.64005052193
d 1.7233 vp03 6.7 7.1 1.68395251737 4.10347497941
d 1.4344 vp03 7.1 7.1 1.52100937432 6.23681540628
s 0.7288 vp03 5.9 5.9 2.82220162269 3.50943075342
d 0.6912 vp03 6.7 7.5 4.4680464422 0.729442855903
d 0.6036 vp03 7.5 7.1 0.83895386989 0.264762728255
d 0.4598 vp03 6.3 5.9 3.90188778127 5.60590737525
d 0.7947 vp03 7.5 6.7 0.57914002831 4.91242470951
d 0.5786 vp03 6.7 8.7 3.60149390193 0.690229110605
d 0.6034 vp03 8.7 7.5 0.236890065931 1.93766735852
d 0.5077 vp03 6.3 6.3 4.43816108637 4.13136610728
d 0.5396 vp03 7.9 6.7 3.55661462615 2.37599967362
d 0.7784 vp03 8.7 7.9 1.88853231549 4.57187593752
d 0.643 vp03 7.1 7.1 2.89938977945 5.79016221278
d 0.9313 vp03 7.9 7.5 2.7217617357 5.90977397889
d 0.9155 vp03 7.1 7.5 6.20854881645 1.98965269648
d 0.8673 vp03 6.7 8.7 5.70542340232 0.55095707121
s 0.4188 vp03 7.5 7.5 6.20412552786 2.97747420941
d 0.6175 vp03 8.3 8.7 3.10706557314 5.04466777775
d 0.7881 vp03 5.9 6.7 1.71933332575 4.68009150419
s 1.2518 vp03 8.3 8.3 2.04546707313 1.78554754818
s 0.8668 vp03 5.9 5.9 3.44481863579 2.22773895418
s 0.8102 vp03 6.7 6.3 5.1756589102 4.54073887295
d 0.8346 vp03 7.1 7.9 0.534414449241 1.26455256405
d 0.6515 vp03 6.3 6.7 5.37740459257 3.27590496414
s 0.7799 vp03 7.1 9.1 5.48542755785 5.35867789104
s 0.6354 vp03 8.7 8.3 1.83632618679 0.917205402742
d 0.5955 vp03 7.5 9.1 0.547092288817 1.02876440191
d 0.8678 vp03 7.5 5.9 6.1289371373 0.458844235758
d 0.6662 vp03 6.3 5.9 3.03454625196 1.52439864926
d 0.4191 vp03 7.9 5.9 0.179593481407 2.81550218555
s 0.554 vp03 9.1 8.7 1.77109731958 2.01427355652
d 0.8432 vp03 8.3 7.5 5.40434401001 3.84129698173
s 0.7793 vp03 6.7 7.9 3.85021444549 0.434619704881
d 0.7159 vp03 7.9 8.3 2.63531450455 3.37093103266
d 0.679 vp03 7.5 7.5 3.17838694034 1.22917607338
d 0.8041 vp03 7.9 7.9 2.37704516653 1.34982044437
s 0.9562 vp03 7.5 7.5 6.23882506239 4.80158762115
s 0.724 vp03 9.1 7.9 4.37356201374 0.753847238712
d 0.6441 vp03 6.7 7.5 1.87513458431 2.6468045434
s 0.7475 vp03 9.1 8.3 0.158122677825 1.57565149293
s 1.7241 vp03 7.9 7.9 5.82537700653 5.63164408061
s 1.4034 vp03 7.9 7.1 4.76852833966 0.123601022534
d 1.1548 vp03 8.7 8.7 0.941524043633 3.37408798342
d 1.0514 vp03 8.3 8.3 3.92272388181 3.38039380216
s 0.8033 vp03 6.7 6.7 5.5364317336 5.12164424105
d 0.5954 vp03 8.7 7.9 0.77315622651 3.24259523302
d 0.4908 vp03 7.9 5.9 5.46211041048 1.58706069231
s 0.5557 vp03 9.1 9.1 2.17641220414 3.52031177536
s 0.8359 vp03 7.9 8.7 3.51259069307 0.34659126596
d 0.5237 vp03 5.9 7.1 1.31275983955 5.29136738371
d 0.532 vp03 6.3 6.7 3.10862648531 0.110845839375
d 0.6036 vp03 8.7 8.3 3.94615239668 1.85130417328
d 0.5728 vp03 7.9 7.9 5.6588185799 3.08339247317
d 0.6923 vp03 8.3 7.9 1.3582884206 5.8343613817
d 0.8039 vp03 8.3 7.9 1.75871445096 4.24881800767
s 0.7081 vp03 8.7 8.7 4.7302414823 3.9513195799
d 0.4995 vp03 6.7 7.5 3.35306522798 6.03289654916
d 0.4755 vp03 6.7 6.7 2.96059185597 3.23163503547
d 0.8516 vp03 8.3 8.3 4.19055946396 4.19272565577
d 0.8351 vp03 5.9 5.9 1.44919334164 1.62547000162
d 0.4439 vp03 6.7 6.7 1.92746615947 5.23323359404
d 0.7234 vp03 7.5 7.9 1.75590546957 2.32672219184
d 0.3886 vp03 7.5 5.9 4.04732385565 6.23020344978
s 1.3478 vp03 7.1 7.1 1.62884812911 0.429913950574
d 0.459 vp03 8.7 7.5 6.10968621566 2.50511023529
d 0.3719 vp03 6.3 7.1 4.35174650848 3.81126551207
s 0.7306 vp03 7.5 6.7 1.20894611657 4.86586270163
s 0.7149 vp03 8.7 8.7 6.05039334123 5.56771897875
s 1.5881 vp03 7.9 8.7 2.45496431733 0.393067239874
s 0.796 vp03 7.9 7.9 4.54470397303 3.08300378215
s 0.7397 vp03 7.5 8.7 1.31608875422 4.43654662528
s 0.8104 vp03 7.5 7.1 3.20366638112 4.59068089887
d 0.5717 vp03 7.5 6.7 0.749769010624 5.61752835075
d 0.7473 vp03 7.1 7.1 5.74227638352 3.84397166234
s 0.8999 vp03 8.3 9.1 4.78906236856 2.26490006365
s 0.6434 vp03 7.5 8.3 4.31738469517 3.27969837631
s 0.6756 vp03 7.9 8.7 4.96858475928 0.494161963786
d 0.5734 vp03 6.3 6.3 1.44848394855 4.86957262357
d 0.8599 vp03 7.1 6.3 0.988998186001 2.52366390657
d 1.0262 vp03 7.5 5.9 2.97487979787 4.94922386692
d 0.4997 vp03 6.7 8.3 0.0506625130474 4.11374930017
d 0.7157 vp03 7.5 9.1 4.77070217188 3.71126816944
d 0.5466 vp03 8.3 7.5 2.64642620938 2.01329240914
d 0.5867 vp03 8.3 7.1 5.9356988616 0.100851905597
d 0.7465 vp03 6.7 7.9 1.82060265259 4.297664526
s 1.0192 vp03 6.3 7.5 2.73578651818 5.0703837568
d 0.5476 vp03 5.9 5.9 2.41764458667 0.843068181709
d 1.2033 vp03 8.3 8.7 4.31528839231 2.90148319395
d 0.7655 vp03 6.7 7.5 4.79594753656 3.17196689262
d 0.4187 vp03 6.7 8.3 4.48702448096 0.313948013605
s 1.4663 vp03 5.9 5.9 0.604494539539 4.846018138
d 0.5315 vp03 7.1 7.5 0.661311647051 0.278598379811
s 0.8042 vp03 8.3 7.1 1.6202204018 5.4648532395
d 0.6443 vp03 6.7 6.7 2.55684225597 1.03173046563
d 0.8915 vp03 8.7 7.5 4.74443289417 5.89082647167
s 0.7876 vp03 8.3 7.9 2.11336832472 4.56135394329
d 0.7394 vp03 7.5 6.3 3.71720905011 5.23876590108
d 0.5719 vp03 8.3 5.9 4.52739089605 4.74976926619
s 0.6837 vp03 8.3 8.7 3.62490073109 2.41473394691
d 0.6356 vp03 7.1 6.7 5.01733638722 4.47540727557
d 0.5327 vp03 9.1 7.1 6.15933382912 5.70758999901
d 0.7561 vp03 9.1 7.9 2.60315684913 2.58283794647
s 5.4379 vp03 7.9 7.5 0.162648727286 2.06203163494
s 0.6836 vp03 7.5 7.5 5.73600421514 5.97511911019
d 0.6189 vp03 6.7 6.3 4.9129503495 1.46210698147
d 0.6908 vp03 7.1 7.1 0.112824756323 2.20885446038
d 0.9402 vp03 8.7 8.3 4.82643269063 0.434348199328
d 0.7636 vp03 7.5 8.7 4.91809435133 4.77657642521
d 0.6916 vp03 7.9 6.3 3.51277199315 5.14539281472
d 0.9241 vp03 8.3 6.3 3.1268815257 4.58005948062
s 0.748 vp03 7.1 7.1 5.02843008091 0.0510706016823
s 0.8836 vp03 7.5 7.5 1.17374499704 2.17073147522
d 0.8429 vp03 8.3 7.9 4.52115596819 2.68609812714
d 0.78 vp03 7.5 7.1 1.10959494446 0.490770531526
d 0.7553 vp03 9.1 8.3 5.80427752605 0.632848419766
d 0.9151 vp03 7.5 7.5 1.83311770203 2.90299849061
s 1.1081 vp03 8.3 8.3 3.48880446695 0.748021921231
d 1.2909 vp03 9.1 9.1 2.21008799264 1.18978049447
s 0.7646 vp03 9.1 8.7 5.38031511274 0.0928687225065
d 0.8746 vp03 5.9 7.9 1.01619435585 5.54971441785
s 0.8276 vp03 7.5 7.5 2.38437831543 1.49644597127
d 0.7002 vp03 9.1 9.1 0.634634831201 2.01372440171
d 0.6199 vp03 6.3 6.3 5.4520839523 3.29218535226
s 1.0115 vp03 7.1 6.7 2.10527043001 3.12194396961
d 1.2996 vp03 9.1 7.9 6.15088474575 5.42118986716
d 0.7316 vp03 6.7 5.9 3.42005601418 6.03506748952
s 1.0849 vp03 6.7 6.7 1.41956515587 1.10275662792
d 0.4998 vp03 6.3 7.5 3.52085109851 4.26315186118
d 0.5956 vp03 8.3 8.7 2.4918304184 3.34314336369
d 0.3878 vp03 6.7 7.9 5.23930329477 4.05632799343
s 0.7316 vp03 7.1 7.5 2.81455166574 2.73137303289
s 1.1962 vp03 9.1 8.7 5.85051139888 1.57003217848
d 1.1957 vp03 6.7 6.3 3.26145478175 4.71954037012
d 0.3038 vp03 7.5 7.9 2.96960847157 4.78130193784
d 0.2201 vp03 7.1 7.9 3.71497056199 0.758632652875
s 0.6841 vp03 9.1 8.3 0.489618469357 2.58596181954
s 0.6123 vp03 8.7 8.7 4.40557578245 4.33838392237
d 0.5245 vp03 7.1 8.3 6.16671229339 4.87849069064
d 1.1881 vp03 6.3 6.3 1.11313823463 2.81925482971
d 0.8684 vp03 5.9 7.5 0.695289308758 0.949603934166
s 0.7924 vp03 8.7 9.1 3.93073092695 2.89134713459
d 0.3082 vp03 6.7 5.9 5.37448027029 1.75450976451
s 0.7244 vp03 6.3 5.9 2.46029747668 4.38130543062
d 0.6365 vp03 6.3 7.5 1.09031099529 1.39539960607
s 0.5237 vp03 5.9 5.9 3.77600195929 3.65064275469
d 0.596 vp03 5.9 5.9 0.536422264891 0.886932243355
d 1.116 vp03 8.3 7.1 4.27018134719 3.69477388185
d 1.3406 vp03 6.7 7.9 5.74764234087 1.17567209401
d 0.8116 vp03 8.7 8.7 4.84107471281 5.77274043985
s 0.6758 vp03 9.1 8.7 1.5362806657 4.62665155485
d 0.5408 vp03 5.9 6.7 3.45019647999 3.65932680871
s 0.5407 vp03 8.3 8.3 1.7103669308 1.42883872462
s 0.5162 vp03 6.3 6.3 3.85717712593 5.12980698748
d 0.3875 vp03 7.5 5.9 0.427949837616 0.768052502317
d 0.6357 vp03 7.5 7.9 5.87538278875 0.0342012483608
d 0.7148 vp03 9.1 7.9 1.65886242966 0.767770031078
d 0.4837 vp03 5.9 5.9 5.17894780823 0.0527865004081
s 0.8761 vp03 6.3 6.3 5.47311512899 0.158518222212
d 0.4048 vp03 7.9 6.3 4.56881174233 0.577749041729
s 0.9006 vp03 8.3 8.3 2.56617001452 2.77069749961
s 0.6679 vp03 9.1 9.1 1.22291418106 2.75720546352
d 0.5487 vp03 7.5 7.5 2.991601728 6.12143631994
d 1.1645 vp03 6.7 6.3 6.13774764832 2.14780401121
s 0.5699 vp03 7.9 8.7 5.43491125191 3.82256399311
d 0.5245 vp03 5.9 7.9 2.96391750899 2.93553249071
d 0.4526 vp03 6.3 6.3 4.67128529521 3.70687116599
d 0.5085 vp03 7.1 6.7 4.2943699498 0.0852276527189
d 0.5486 vp03 8.3 6.3 0.257619330578 3.79314501613
d 0.7246 vp03 5.9 6.7 2.52819720054 1.55616257539
d 0.6688 vp03 8.3 6.7 2.31297602072 3.11169242432
s 0.9475 vp03 7.9 7.9 4.2673277422 2.36379319662
d 0.54 vp03 7.1 7.5 1.68255883277 4.83488074431
d 0.9238 vp03 6.3 6.3 0.306230996169 2.79519859681
d 0.5958 vp03 7.5 7.5 4.3577152788 3.28427707976
d 0.82 vp03 7.1 6.3 0.964916398374 5.47824625727
d 0.7482 vp03 7.1 6.7 2.91152933723 4.1204554787
